id,Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source
2743,Netherlands,NLD,Netherlands,Netherlands,2020-04-09,Healthcare and public health capacity,Research,Simplify clinical trials regulations,Faster licensing procedure,,"A faster licensing procedure will be introduced for companies and laboratories that want to test medicines and vaccines with genetically modified organisms (GMOs). On the proposal of Minister Van Nieuwenhuizen of Infrastructure and Water Management, the Council of Ministers has agreed to accelerate this procedure for most applications from 120 days now to a maximum of 56 days. This will allow these pharmaceutical companies to test their newly developed gene therapies and vaccines in practice more quickly through clinical research. In addition to this structural shortening of the procedure, Van Nieuwenhuizen also instituted an urgent GMO research procedure for Covid-19 last week. This ensures that GMO permits aimed at developing a drug or vaccine to combat the coronavirus can be issued within 28 days. In principle, this Covid-19 emergency procedure is valid for one year. The procedure has been shortened in order to offer innovation as much scope as possible, without this being at the expense of safety for people and the environment",https://www.rijksoverheid.nl/actueel/nieuws/2020/04/09/snellere-procedure-vergunningen-gentherapie
2744,Netherlands,NLD,Netherlands,Netherlands,2020-04-21,Resource allocation,Crisis management plans,Administrative procedures facilitated,Allow digital decision-making for administrations,,"On Tuesday, the Senate approved the urgent law on digital decision-making for local authorities. With this law, municipal councils, provincial states, water boards and island councils will soon be able to take legally valid decisions through a digital meeting. In the first instance, the law will apply until 1 September this year with the option to extend. apporved on APril 21",https://www.rijksoverheid.nl/actueel/nieuws/2020/04/07/eerste-kamer-stemt-in-met-spoedwet-digitale-besluitvorming
2745,Netherlands,NLD,Netherlands,Netherlands,2020-04-24,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Economic support to the most affected workers and businesses,,"Due to the economic consequences of corona, Dutch entrepreneurs can apply to be eligible for exceptional financial support from the cabinet through the temporary scheme for wage costs (NOW) or extra support for self-employed persons. Companies can also make use of the various tax measures and broadened possibilities for bridging loans. This emergency economy and jobs package also includes the announced so-called Emergency Desk (regulation of the Ministry of Economic Affairs for affected sectors) with a one-off contribution of 4,000 euros. This scheme is intended for entrepreneurs in specific sectors who are affected by government measures such as the (mandatory) closure of food and beverage outlets and the ban on contact professions in, for example, external care",https://www.rijksoverheid.nl/actueel/nieuws/2020/03/24/kabinet-scherpt-vanwege-gezondheidsadvies-maatregelen-ondernemers-aan
2746,Netherlands,NLD,Netherlands,Netherlands,2020-04-24,Social distancing,Mass gathering cancellation,Outdoor activities,"Partial: holiday parks, camping sites, parks, natural reserves, beaches",,"Locations such as holiday parks, camping sites, parks, nature reserves and beaches will be closed if these locations do not or insufficiently follow the applicable hygiene measures and the 1.5 m distance or this is likely to occur",https://www.rijksoverheid.nl/actueel/nieuws/2020/03/24/kabinet-scherpt-vanwege-gezondheidsadvies-maatregelen-ondernemers-aan
2747,Netherlands,NLD,Netherlands,Netherlands,2020-04-24,Social distancing,Small gathering cancellation,Limit up to 2 persons,,,Group formation (accidentally or otherwise) in public space is prohibited. The cabinet understands a group of three or more people who do not keep a distance of 1.5 m. There is no group formation when it comes to persons who form a joint household. There is also no group formation when children up to the age of 12 play together under the supervision of one or more parents or guardians. Provided that the parents and / or guardians keep 1.5 m distance from each other,https://www.rijksoverheid.nl/actueel/nieuws/2020/03/24/kabinet-scherpt-vanwege-gezondheidsadvies-maatregelen-ondernemers-aan
2748,Netherlands,NLD,Netherlands,Netherlands,2020-04-24,Resource allocation,Crisis management plans,Repurpose government plans,Emergency funds,,The emergency fund of Food Banks Netherlands receives financial aid from the cabinet. That has been decided by State Secretary Van Ark (SZW) and Minister Schouten (LNV). A one-off subsidy of € 4 million will be made available as a safety net for the emergency fund. This is done in the context of the Cabinet's Corona crisis measures,https://www.rijksoverheid.nl/actueel/nieuws/2020/03/24/noodsteun-om-voedselbanken-draaiende-te-houden
2749,Netherlands,NLD,Netherlands,Netherlands,2020-04-25,Risk communication,Educate and actively communicate with the public,Communication targets protection of vulnerable populations,Protection of women and children against domestic violence,,"Today, the Ministry of Health, Welfare and Sport and the Ministry of Justice and Security are launching a new campaign against domestic violence. Under the well-known motto 'It doesn't stop until you do something', this campaign helps victims and bystanders to take action against domestic violence.",https://www.rijksoverheid.nl/actueel/nieuws/2020/04/25/start-landelijke-campagne-tegen-huiselijk-geweld-in-coronacrisis
2750,Netherlands,NLD,Netherlands,Netherlands,2020-04-28,Risk communication,Educate and actively communicate with the public,Communication targets protection of vulnerable populations,Campaign for mental health during covid-19 crisis,,Today the government campaign aimed at mental complaints during the corona crisis has started. With the message: 'Gloomy or tense by the corona virus? Talk about it 'draws attention to the psychological consequences of the corona outbreak. Practical tips are given on the radio and on social media and people are invited to talk about it or seek help if necessary. State Secretary Paul Blokhuis (VWS) wants to use the campaign to help people get through this period mentally as well as possible,https://www.rijksoverheid.nl/actueel/nieuws/2020/04/28/campagne-over-mentale-gezondheid-tijdens-de-coronacrisis-van-start
2751,Netherlands,NLD,Netherlands,Netherlands,2020-04-30,Returning to normal life,Lift restriction on small gatherings,Resume outdoor sports and activities,Resume sport activities for children,,Outdoor sports are now possible for children again. ,https://www.rijksoverheid.nl/actueel/nieuws/2020/04/30/testbeleid-uitgebreid-voor-nieuwe-doelgroepen
2752,Netherlands,NLD,Netherlands,Netherlands,2020-05-01,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,"Support tourism, sport and culture sectors",,"With the reopening of sport for young people, the Cabinet is making an extra 110 million euros available for sports associations. Sports associations are also financially affected by the measures to contain the corona virus. Competitions have ended prematurely and clubhouses have closed. On the proposal of Minister Van Rijn for Medical Care, the Council of Ministers has agreed to come to the aid of the clubs so that they can receive the youth well and the unique Dutch infrastructure is preserved. With the idea that sports clubs will soon be able to open their doors again for all Dutch people.",https://www.rijksoverheid.nl/actueel/nieuws/2020/05/01/110-miljoen-euro-ondersteuning-voor-sportverenigingen
2753,Netherlands,NLD,Netherlands,Netherlands,2020-05-06,Social distancing,Return operation of nationals,Return operation of nationals in Sint Maarten,,,Repatriation flight with Dutch and other Europeans from Sint Maarten (incl. Travelers from Saba and Sint Eustatius),https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2754,Netherlands,NLD,Netherlands,Netherlands,2020-05-06,"Case identification, contact tracing and related measures",Enhance detection system,Extend test criteria,Staff in education and child care sector,,"As of May 6, staff in the education and child care sector can be tested when symptoms are experienced, to prepare the reopening of education and chilcare facilities",https://www.rijksoverheid.nl/actueel/nieuws/2020/04/30/testbeleid-uitgebreid-voor-nieuwe-doelgroepen
2755,Netherlands,NLD,Netherlands,Netherlands,2020-05-06,"Case identification, contact tracing and related measures",Enhance detection system,Extend test criteria,Youth trainers,,Outdoor sports are now possible for children again. Youth trainers can therefore now also be tested for complaints. The same rules apply to youth trainers as to employees in the education and childcare sectors,https://www.rijksoverheid.nl/actueel/nieuws/2020/04/30/testbeleid-uitgebreid-voor-nieuwe-doelgroepen
2756,Netherlands,NLD,Netherlands,Netherlands,2020-05-08,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Economic support to small and medium enterprises,,€ 750 million extra corona bridge loan aimed at small businesses,https://www.rijksoverheid.nl/actueel/nieuws/2020/05/08/750-miljoen-euro-extra-corona-overbruggingskrediet-gericht-op-kleine-bedrijven
2757,Netherlands,NLD,Netherlands,Netherlands,2020-05-11,Returning to normal life,Re-opening of educational institutions,Primary schools and child care,,,"the cabinet decided that primary schools, out-of-school care, childcare and childminders will reopen from 11 May",https://www.rijksoverheid.nl/actueel/nieuws/2020/04/30/testbeleid-uitgebreid-voor-nieuwe-doelgroepen
2758,Netherlands,NLD,Netherlands,Netherlands,2020-05-11,Returning to normal life,Lift restriction on small gatherings,Resume outdoor sports and activities,Resume outdoor contactless sports,,"Outdoor sports in groups are allowed for all ages from May 11, if 1.5 meters can be kept apart. No competitions, no shared changing rooms or showers.",https://www.rijksoverheid.nl/actueel/nieuws/2020/05/06/vermijd-drukte-houd-15-meter-afstand
2759,Netherlands,NLD,Netherlands,Netherlands,2020-05-11,Returning to normal life,Lift restriction on small gatherings,Resume outdoor sports and activities,Resume scouting and other outdoor activities,,"young people aged 13 to 18 years may, in addition to exercising together, also follow activities together (such as to scouting). With a distance of 1.5 meters",https://www.rijksoverheid.nl/actueel/nieuws/2020/05/06/vermijd-drukte-houd-15-meter-afstand
2760,Netherlands,NLD,Netherlands,Netherlands,2020-05-11,Returning to normal life,Re-opening of educational institutions,Resume one-to-one courses,Re-opening of driving schools,,"Most contact professions are possible again. These are driving instructors, (para) medical professions (dietician, masseur, occupational therapist, dental prosthetician, etc.), employees in external care (hairdresser, beautician, pedicure, etc.) and alternative medicine (acupuncturist, homeopath, etc.) ",https://www.rijksoverheid.nl/actueel/nieuws/2020/05/06/vermijd-drukte-houd-15-meter-afstand
2761,Netherlands,NLD,Netherlands,Netherlands,2020-05-11,Returning to normal life,Access to non-essential/critical healthcare services,Re-opening of medical and paramedical centers,"Dietician, masseur, occupational therapist, dental prosthetician",,"Most contact professions are possible again. These are driving instructors, (para) medical professions (dietician, masseur, occupational therapist, dental prosthetician, etc.), employees in external care (hairdresser, beautician, pedicure, etc.) and alternative medicine (acupuncturist, homeopath, etc.) ",https://www.rijksoverheid.nl/actueel/nieuws/2020/05/06/vermijd-drukte-houd-15-meter-afstand
2762,Netherlands,NLD,Netherlands,Netherlands,2020-05-11,Returning to normal life,Lift restriction on small gatherings,Re-opening of certain shops,Libraries,,Libraries open their doors to the public again and take measures so that visitors can keep 1.5 meters away from each other,https://www.rijksoverheid.nl/actueel/nieuws/2020/05/06/vermijd-drukte-houd-15-meter-afstand
2763,Netherlands,NLD,Netherlands,Netherlands,2020-05-18,"Case identification, contact tracing and related measures",Enhance detection system,Targeted testing,Caregivers for vulnerable groups,,Caregivers of vulnerable groups can also be tested by the GGD with effect from 18 May if they have complaints.,https://www.rijksoverheid.nl/actueel/nieuws/2020/04/30/testbeleid-uitgebreid-voor-nieuwe-doelgroepen
2764,Netherlands,NLD,Netherlands,Netherlands,2020-05-25,Returning to normal life,Lift restriction on small gatherings,Re-opening of long-term facilities,Nursing homes,,"If the visiting arrangement works well in practice, it is the intention that as of 25 May limited visits can be made in more nursing home locations. Nursing homes can only qualify if they are in any case free from contamination. It is also important for participation that the client council, works council, nursing advisory council, professional advisory council, the management and the geriatric specialist of the location in question have agreed. Conditions are also set, among other things, with regard to hygiene, protective equipment and staffing. In addition, it is important that one and a half meters can be kept when visiting. Ultimately, the director of Public Health of the relevant GGD region decides which nursing home can start with the adjusted visit arrangement",https://www.rijksoverheid.nl/actueel/nieuws/2020/05/11/deelnemende-instellingen-versoepeling-bezoekregeling-verpleeghuizen-bekend
2765,Netherlands,NLD,Netherlands,Netherlands,2020-06-01,Healthcare and public health capacity,Personal protective measures,Mandatory use of masks,In public transports,,"As of 1 June, it is therefore mandatory for travelers and employees in public transport to wear non-medical masks",https://www.rijksoverheid.nl/actueel/nieuws/2020/05/06/vermijd-drukte-houd-15-meter-afstand
2766,Netherlands,NLD,Netherlands,North Brabant,2020-03-06,Risk communication,Educate and actively communicate with the public,Promote self-initiated isolation of people with mild respiratory symptoms,,,"Stay at home when show symptoms (fever, coughing, cold). only call doctor with fever > 38 degrees Celsius, coughing or having difficulty breathing","https://www.rijksoverheid.nl/actueel/nieuws/2020/03/09/hygienemaatregelen-van-belang-om-verspreiding-coronavirus-tegen-te-gaan, https://www.rivm.nl/en/novel-coronavirus-covid-19"
2767,Netherlands,NLD,Netherlands,North Brabant,2020-03-10,Social distancing,Closure of educational institutions,Partial closure of universities,,,one university cancelled scholarship program,https://www.nrc.nl/nieuws/2020/03/10/coronablog-10-maart-a3993219
2768,Netherlands,NLD,Netherlands,North Brabant,2020-03-10,Risk communication,Educate and actively communicate with the public,Promote social distancing measures,Call to limit social contacts for a week in one city,,,https://www.nrc.nl/nieuws/2020/03/10/coronablog-10-maart-a3993219
2769,Netherlands,NLD,Netherlands,North Brabant,2020-03-10,Social distancing,Mass gathering cancellation,Cultural places and events,"theatres, cinemas, concerts, etc.",,,https://www.nrc.nl/nieuws/2020/03/10/coronablog-10-maart-a3993219
2770,Netherlands,NLD,Netherlands,North Brabant,2020-03-10,Social distancing,Mass gathering cancellation,"Festivals, faith-based events",,,,https://www.nrc.nl/nieuws/2020/03/10/coronablog-10-maart-a3993219
2771,Netherlands,NLD,Netherlands,North Brabant,2020-03-10,Social distancing,Mass gathering cancellation,Sport events,Judo Olympic qualifying,,All judo Olympic qualifying events have been canceled until April 30 due to the coronavirus outbreak.,https://www.nrc.nl/nieuws/2020/03/10/coronablog-10-maart-a3993219
2772,Netherlands,NLD,Netherlands,Sint Eustatius (Carribbean),2020-04-29,Healthcare and public health capacity,Increase patient capacity,Increase number of medical institutions,Construction of an extra care unit (not IC),,Construction of an extra care unit (not IC) on St. Eustatius,https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2773,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-03-30,Resource allocation,Police and army interventions,To support the population,Construction of emergency accommodation,,Military personnel support construction of emergency accommodation on Sint Maarten,https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2774,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-03,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance,Support local authorities,,Support to local authorities in maintaining public order on Sint Maarten,https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2775,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-05,Healthcare and public health capacity,Increase in medical supplies and equipment,Secure necessary medical equipment stocks and distribution,,,"Medical equipment, medicines, protective equipment and hospitainer (with 12 intensive care places) for Sint Maarten ",https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2776,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-08,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance,Support local authorities,,"Royal Netherlands Marechaussee intensifies military policing in Aruba, Sint Maarten and Curaçao ",https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2777,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-16,Healthcare and public health capacity,Increase availability of PPE,PPE (not specified),Charter flight,,"1st charter flight to Sint Maarten, including remaining ventilators, personal protective equipment, IC medication, corona tests, disinfectants, and Hospitainer containers",https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2778,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-16,Healthcare and public health capacity,Increase patient capacity,Emergency hospitals,Charter flight,,"1st charter flight to Sint Maarten, including remaining ventilators, personal protective equipment, IC medication, corona tests, disinfectants, and Hospitainer containers",https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2779,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-16,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase testing capacity (number tests),Increase test availability,,"1st charter flight to Sint Maarten, including remaining ventilators, personal protective equipment, IC medication, corona tests, disinfectants, and Hospitainer containers",https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2780,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-16,Healthcare and public health capacity,Increase in medical supplies and equipment,Diverse medical materials and equipment,"Ventilators, IC medication",,"1st charter flight to Sint Maarten, including remaining ventilators, personal protective equipment, IC medication, corona tests, disinfectants, and Hospitainer containers",https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2781,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-18,Healthcare and public health capacity,Increase in medical supplies and equipment,Delivery of medical supplies and equipment,Charter flight,,2nd charter flight to Sint Maarten,https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2782,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-20,Healthcare and public health capacity,Increase in medical supplies and equipment,Delivery of medical supplies and equipment,Charter flight,,3rd charter flight to Sint Maarten,https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2783,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-22,Healthcare and public health capacity,Increase in medical supplies and equipment,Delivery of medical supplies and equipment,Charter flight,,4th charter flight to Sint Maarten,https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2784,Netherlands,NLD,Netherlands,Sint Maarten (Carribbean),2020-04-24,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance,Support local authorities,,About 50 Marines to support maintaining public order on Sint Maarten,https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/maatregelen-coronavirus
2785,New Zealand,NZL,New Zealand,Auckland,2020-03-13,Social distancing,Mass gathering cancellation,"Festivals, faith-based events",,,Aucklands Pasifika Festival is cancelled,https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2786,New Zealand,NZL,New Zealand,Auckland,2020-03-20,Social distancing,Mass gathering cancellation,Closure of non-essential public places,,,"Auckland Council closes pools, libraries, galleries and other community facilities for 14 days",https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2787,New Zealand,NZL,New Zealand,Dunedin,2020-03-18,Social distancing,Closure of educational institutions,Partial closure of primary and secondary schools,,,,http://www.education.govt.nz/news/covid-19-update-18-march/
2788,New Zealand,NZL,New Zealand,New Zealand,2020-01-24,Risk communication,Educate and actively communicate with the public,Answer to questions,Telephone hotline covid-19,,All travellers to New Zealand who become sick within a month of their arrival are encouraged to seek medical advice and contact Healthline at 0800 611 116 or a doctor and share their travel history. It is important to mention recent travel from Wuhan and any known contact with someone with severe acute respiratory illness who has been in Wuhan.,https://www.health.govt.nz/news-media/news-items/novel-coronavirus-update-24th-january-2020
2789,New Zealand,NZL,New Zealand,New Zealand,2020-01-24,Risk communication,Educate and actively communicate with the public,Promote health check if respiratory symptoms,,,Seek medical attention promptly if you are feeling unwell.,
2790,New Zealand,NZL,New Zealand,New Zealand,2020-01-24,Resource allocation,Activate or establish emergency response,Risk management plan,Set up crisis unit (national),,The Ministry is strengthening our readiness to respond should we have a suspected case. The Ministry has set up an incident management team to monitor and respond to the situation and provide public advice and information. ,https://www.health.govt.nz/news-media/news-items/novel-coronavirus-update-24th-january-2020
2791,New Zealand,NZL,New Zealand,New Zealand,2020-01-28,"Case identification, contact tracing and related measures",Activate case notification,Covid-19 as a notifiable disease,,,,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12304015
2792,New Zealand,NZL,New Zealand,New Zealand,2020-01-28,Resource allocation,Activate or establish emergency response,Risk management plan,Set up crisis unit (national),,National,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12304015
2793,New Zealand,NZL,New Zealand,New Zealand,2020-01-30,Social distancing,Return operation of nationals,Return operation of nationals in Wuhan and/or Hubei,Special measure: Quarantine,,government charters an Air New Zealand flight to evacuate New Zealanders from Wuhan,https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2794,New Zealand,NZL,New Zealand,New Zealand,2020-02-03,Travel restriction,Airport restriction,Landing bans on aircrafts from high risk areas,Aircrafts from China,,,https://www.rnz.co.nz/news/national/408675/nz-to-close-doors-on-foreign-travellers-from-china
2795,New Zealand,NZL,New Zealand,New Zealand,2020-02-03,"Case identification, contact tracing and related measures",Quarantine,Incomings from high-risk areas,"Partial quarantine (e.g access to schools, sport gym...restricted)",,"New Zealand citizens and permanent residents, and their immediate family, will be allowed to enter the country but will need to isolate themselves for 14 days after arrival",https://www.rnz.co.nz/news/national/408675/nz-to-close-doors-on-foreign-travellers-from-china
2796,New Zealand,NZL,New Zealand,New Zealand,2020-02-07,Risk communication,Educate and actively communicate with the public,Answer to questions,Telephone hotline covid-19,,,https://www.newstalkzb.co.nz/on-air/mike-hosking-breakfast/audio/ashley-bloomfield-health-officials-set-up-0800-number-for-those-in-self-isolation/
2797,New Zealand,NZL,New Zealand,New Zealand,2020-02-28,Travel restriction,Airport restriction,Landing bans on aircrafts from high risk areas,Aircrafts from Iran,,Iran,https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2798,New Zealand,NZL,New Zealand,New Zealand,2020-03-01,"Case identification, contact tracing and related measures",Quarantine,Incomings from high-risk areas,"Partial quarantine (e.g access to schools, sport gym...restricted)",,anyone who has visited northern Italy and South Korea must self-isolate for 14 days,https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2799,New Zealand,NZL,New Zealand,New Zealand,2020-03-14,"Case identification, contact tracing and related measures",Quarantine,Incoming travelers,Except travelers arriving from the Pacific,,except those arriving from the Pacific,https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2800,New Zealand,NZL,New Zealand,New Zealand,2020-03-14,Travel restriction,Port and ship restriction,Deny entry to cruise ships,,,cruise boats are banned/ no more specification,https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2801,New Zealand,NZL,New Zealand,New Zealand,2020-03-14,"Case identification, contact tracing and related measures",Border health check,Health questionnaire at the border,At departure,,"Strict border measures for people travelling from New Zealand to the Pacific are put in place, including health assessment requirements. ",https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2802,New Zealand,NZL,New Zealand,New Zealand,2020-03-15,Social distancing,Mass gathering cancellation,"Festivals, faith-based events",,,Memorial services for the Christchurch terror attacks,https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2803,New Zealand,NZL,New Zealand,New Zealand,2020-03-16,Social distancing,Mass gathering cancellation,Limit up to 500 persons,Outdoor,,events up from 500 people/ outside,https://covid19.govt.nz/latest-updates/covid-19-advice-for-public-events-and-mass-gatherings/
2804,New Zealand,NZL,New Zealand,New Zealand,2020-03-17,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,"Global economic support to workers, employers and businesses",,"government announces a $12.1 billion package, worth 4 percent of the country's GDP.The package includes a $500 million boost for health, $8.7 billion in support for businesses and jobs and $2.8 billion for income support and boosting consumer spending",https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2805,New Zealand,NZL,New Zealand,New Zealand,2020-03-17,Resource allocation,Crisis management plans,Financial aid for health system,Strengthen health services,,500 million dollars fund to strengthen our health services,https://covid19.govt.nz/latest-updates/backing-our-health-services-to-combat-covid-19/
2806,New Zealand,NZL,New Zealand,New Zealand,2020-03-17,Risk communication,Educate and actively communicate with the public,Information about travels,Discourage non-essential travels,,overseas,https://covid19.govt.nz/latest-updates/safetravel-advice-for-new-zealanders-considering-overseas-travel/
2807,New Zealand,NZL,New Zealand,New Zealand,2020-03-18,Risk communication,Educate and actively communicate with the public,Encourage vaccination against respiratory diseases other than covid19,,,Free flu vaccines will be available from GP clinics and selected pharmacies for certain people,https://www.beehive.govt.nz/release/govt-begins-largest-ever-flu-vaccine-campaign-early
2808,New Zealand,NZL,New Zealand,New Zealand,2020-03-19,Social distancing,Mass gathering cancellation,Limit up to 100 persons,Indoor,,"indoor-events, dont apply to workplaces, schools, supermarkets or public transport",https://covid19.govt.nz/latest-updates/action-on-indoor-gatherings-and-events-to-protect-public-health/
2809,New Zealand,NZL,New Zealand,New Zealand,2020-03-19,Travel restriction,Border restriction,Entry ban to non-citizens,,,,https://shorthand.radionz.co.nz/coronavirus-timeline/index.html
2810,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,Resource allocation,Activate or establish emergency response,Risk management plan,Country-wide alert level system,,"introduction of a country-wide alert level system, similar to the existing fire warning systems/ currently Level 2/ measures from Level 1 and 2 descriped below  if not statet before",https://covid19.govt.nz/latest-updates/prime-minister-to-make-a-statement-to-the-nation-at-12-pm-today/
2811,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase testing capacity (number tests),,,"intensive testing, not specified",https://covid19.govt.nz/latest-updates/prime-minister-to-make-a-statement-to-the-nation-at-12-pm-today/
2812,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,"Case identification, contact tracing and related measures",Tracing and tracking,Contact tracking,,,"most likely before, but it's the first time i found a exact date due to the alert system",https://covid19.govt.nz/latest-updates/prime-minister-to-make-a-statement-to-the-nation-at-12-pm-today/
2813,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for not touching eyes/nose/mouth,,"most likely before, but it's the first time i found a exakt date due to the alert system",https://covid19.govt.nz/latest-updates/prime-minister-to-make-a-statement-to-the-nation-at-12-pm-today/
2814,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for sneezing/coughing in the elbow,,"most likely before, but it's the first time i found a exakt date due to the alert system",https://covid19.govt.nz/latest-updates/prime-minister-to-make-a-statement-to-the-nation-at-12-pm-today/
2815,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,Risk communication,Educate and actively communicate with the public,Promote health check if respiratory symptoms,Promote reporting symptoms,,"most likely before, but it's the first time i found a exact date due to the alert system/ report flu-symptoms, stay at home if you're feeling unwell",https://covid19.govt.nz/latest-updates/prime-minister-to-make-a-statement-to-the-nation-at-12-pm-today/
2816,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,Risk communication,Educate and actively communicate with the public,Promote workplace safety measures,Recommendation for home office,,,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12318673
2817,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,Risk communication,Educate and actively communicate with the public,Promote social distancing measures,Promote the 2m distance,,"most likely before, but it's the first time i found a exact date due to the alert system",https://covid19.govt.nz/latest-updates/prime-minister-to-make-a-statement-to-the-nation-at-12-pm-today/
2818,New Zealand,NZL,New Zealand,New Zealand,2020-03-21,Risk communication,Educate and actively communicate with the public,Encourage stay at home,Recommend the elderly to stay at home,,over 70 and those with certain medical conditions,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12318673
2819,New Zealand,NZL,New Zealand,New Zealand,2020-03-23,Resource allocation,Activate or establish emergency response,Risk management plan,Raised to alert level 3,,,https://covid19.govt.nz/latest-updates/update-from-prime-minister-jacinda-ardern-230320/
2820,New Zealand,NZL,New Zealand,New Zealand,2020-03-24,Social distancing,Small gathering cancellation,Closure of non-essential shops,,,,https://covid19.govt.nz/latest-updates/update-from-prime-minister-jacinda-ardern-230320/
2821,New Zealand,NZL,New Zealand,New Zealand,2020-03-24,Social distancing,Closure of educational institutions,Partial closure of primary and secondary schools,,,only open for children of essential workers,https://covid19.govt.nz/latest-updates/update-from-prime-minister-jacinda-ardern-230320/
2822,New Zealand,NZL,New Zealand,New Zealand,2020-03-24,Travel restriction,Public transport restriction,Public transport ban,partial: only open to people undertaking essential services and transport of freight ,,only open to people undertaking essential services and transport of freight,https://covid19.govt.nz/latest-updates/update-from-prime-minister-jacinda-ardern-230320/
2823,New Zealand,NZL,New Zealand,New Zealand,2020-03-24,Healthcare and public health capacity,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals,,,,https://covid19.govt.nz/latest-updates/update-from-prime-minister-jacinda-ardern-230320/
2824,New Zealand,NZL,New Zealand,New Zealand,2020-03-24,Healthcare and public health capacity,Adapt procedures for patient management,Implement triage procedures,Prioritize care,,,https://covid19.govt.nz/latest-updates/update-from-prime-minister-jacinda-ardern-230320/
